"","Overall","taxa"
"Brachybacterium.faecium",0.00112300368897007,"Brachybacterium.faecium"
"Nocardia.farcinica",0.00112299605982666,"Nocardia.farcinica"
"Arcanobacterium.haemolyticum",0.00112209764624914,"Arcanobacterium.haemolyticum"
"Magnetospira.sp..QH.2",0.00112135867253059,"Magnetospira.sp..QH.2"
"Microterricola.viridarii",0.00111839782369376,"Microterricola.viridarii"
"Leptolyngbya.boryana",0.00111610822582053,"Leptolyngbya.boryana"
"Prevotella.intermedia",0.00111466259718132,"Prevotella.intermedia"
"Sphingobium.sp..RAC03",0.00111202916878939,"Sphingobium.sp..RAC03"
"Deinococcus.actinosclerus",0.00111042273616624,"Deinococcus.actinosclerus"
"Lactobacillus.sp..wkB8",0.00110581687885359,"Lactobacillus.sp..wkB8"
"Bacillus.cohnii",0.00110519935062205,"Bacillus.cohnii"
"Capnocytophaga.gingivalis",0.00109997507099854,"Capnocytophaga.gingivalis"
"Staphylococcus.pasteuri",0.00109932766048095,"Staphylococcus.pasteuri"
"Bacteroides.ovatus",0.00109550307540509,"Bacteroides.ovatus"
"Neisseria.elongata",0.00109444838830288,"Neisseria.elongata"
"Thermaerobacter.marianensis",0.00109397920437676,"Thermaerobacter.marianensis"
"Halomicronema.hongdechloris",0.00109091889705446,"Halomicronema.hongdechloris"
"Pseudonocardia.sp..EC080625.04",0.00108731357923834,"Pseudonocardia.sp..EC080625.04"
"Bacillus.amyloliquefaciens",0.00108457790232238,"Bacillus.amyloliquefaciens"
"Nostoc.punctiforme",0.00108176124409363,"Nostoc.punctiforme"
"Halomonas.hydrothermalis",0.00108093749236546,"Halomonas.hydrothermalis"
"Aneurinibacillus.sp..XH2",0.0010804345277663,"Aneurinibacillus.sp..XH2"
"Weissella.cibaria",0.00107990674802076,"Weissella.cibaria"
"Shimwellia.blattae",0.00107635238424182,"Shimwellia.blattae"
"Atopobium.parvulum",0.00106847013263327,"Atopobium.parvulum"
"Carnobacterium.inhibens",0.00106725919364626,"Carnobacterium.inhibens"
"Dialister.pneumosintes",0.00106226740037128,"Dialister.pneumosintes"
"Olleya.sp..Bg11.27",0.00106173019350678,"Olleya.sp..Bg11.27"
"Spirosoma.aerolatum",0.00105779917268543,"Spirosoma.aerolatum"
"Streptococcus.intermedius",0.00105609591292689,"Streptococcus.intermedius"
"Corynebacterium.glyciniphilum",0.00105064337798853,"Corynebacterium.glyciniphilum"
"Tenacibaculum.maritimum",0.00104333617010314,"Tenacibaculum.maritimum"
"Beijerinckia.indica",0.00104302920034291,"Beijerinckia.indica"
"Fischerella.sp..NIES.3754",0.0010426648244672,"Fischerella.sp..NIES.3754"
"Enterococcus.mundtii",0.00103971403591055,"Enterococcus.mundtii"
"Corynebacterium.simulans",0.00103474547912069,"Corynebacterium.simulans"
"Porphyromonas.gingivalis",0.00103440489795809,"Porphyromonas.gingivalis"
"Desulfovibrio.fairfieldensis",0.00103191239546635,"Desulfovibrio.fairfieldensis"
"Pseudomonas.sp..CC6.YY.74",0.00103046513412286,"Pseudomonas.sp..CC6.YY.74"
"Paracoccus.sp..BM15",0.00102851935156263,"Paracoccus.sp..BM15"
"Bacteroides.salanitronis",0.00102124819909752,"Bacteroides.salanitronis"
"Pseudanabaena.sp..PCC.7367",0.00102023623389516,"Pseudanabaena.sp..PCC.7367"
"Sphingomonas.koreensis",0.00101672347464491,"Sphingomonas.koreensis"
"Denitrobacterium.detoxificans",0.00101648245116611,"Denitrobacterium.detoxificans"
"Stanieria.cyanosphaera",0.00101641502835509,"Stanieria.cyanosphaera"
"Sporosarcina.psychrophila",0.00101201811929178,"Sporosarcina.psychrophila"
"Streptococcus.gordonii",0.00100625264345775,"Streptococcus.gordonii"
"Moraxella.catarrhalis",0.00100329277029165,"Moraxella.catarrhalis"
"Synechococcus.sp..CC9902",0.00099978820349441,"Synechococcus.sp..CC9902"
"Brachybacterium.sp..P6.10.X1",0.000998578196461191,"Brachybacterium.sp..P6.10.X1"
"Deinococcus.deserti",0.000997178869387729,"Deinococcus.deserti"
"Sinomonas.atrocyanea",0.000993363439012949,"Sinomonas.atrocyanea"
"Acidimicrobium.ferrooxidans",0.000991911054007909,"Acidimicrobium.ferrooxidans"
"Terriglobus.saanensis",0.000988598628338535,"Terriglobus.saanensis"
"Lachnoclostridium.phocaeense",0.000983188044388326,"Lachnoclostridium.phocaeense"
"Leptotrichia.buccalis",0.000979711029468132,"Leptotrichia.buccalis"
"Parvimonas.micra",0.00097640092092065,"Parvimonas.micra"
"Corynebacterium.sp..NML98.0116",0.000971709884181873,"Corynebacterium.sp..NML98.0116"
"Komagataeibacter.nataicola",0.000965308672438285,"Komagataeibacter.nataicola"
"Anabaena.cylindrica",0.000963451444682493,"Anabaena.cylindrica"
"Sphingobium.indicum",0.000952278668848143,"Sphingobium.indicum"
"Candidatus.Sulcia.muelleri",0.000939333846007361,"Candidatus.Sulcia.muelleri"
"Chryseobacterium.indologenes",0.000939228992485097,"Chryseobacterium.indologenes"
"Frischella.perrara",0.000929774663046175,"Frischella.perrara"
"Corynebacterium.ureicelerivorans",0.000929095016592306,"Corynebacterium.ureicelerivorans"
"Devriesea.agamarum",0.000924903666342741,"Devriesea.agamarum"
"Arachidicoccus.sp..BS20",0.000919058075748769,"Arachidicoccus.sp..BS20"
"Erythrobacter.flavus",0.000913492006447951,"Erythrobacter.flavus"
"Streptomyces.sp..CFMR.7",0.000910881897938717,"Streptomyces.sp..CFMR.7"
"Corynebacterium.resistens",0.000909032555230096,"Corynebacterium.resistens"
"Streptococcus.sp..I.P16",0.000906778366913871,"Streptococcus.sp..I.P16"
"Jeotgalibacillus.malaysiensis",0.000895499103183015,"Jeotgalibacillus.malaysiensis"
"Flavobacterium.gilvum",0.000893205776214103,"Flavobacterium.gilvum"
"Thauera.sp..K11",0.000890836588772822,"Thauera.sp..K11"
"Beutenbergia.cavernae",0.000886184647982679,"Beutenbergia.cavernae"
"Staphylococcus.hominis",0.000886013823445985,"Staphylococcus.hominis"
"Acinetobacter.equi",0.000884095883920967,"Acinetobacter.equi"
"Dyadobacter.fermentans",0.000878813785710984,"Dyadobacter.fermentans"
"Aeromonas.sp..CU5",0.000876509435113083,"Aeromonas.sp..CU5"
"Herbaspirillum.hiltneri",0.000874403372213174,"Herbaspirillum.hiltneri"
"Bartonella.quintana",0.000874073485733946,"Bartonella.quintana"
"Pseudomonas.oryzihabitans",0.000871530201053063,"Pseudomonas.oryzihabitans"
"Janibacter.indicus",0.000861165176583321,"Janibacter.indicus"
"Deinococcus.swuensis",0.000858489130471443,"Deinococcus.swuensis"
"Gordonia.polyisoprenivorans",0.000856323101486031,"Gordonia.polyisoprenivorans"
"Methylobacterium.sp..4.46",0.000854652224971273,"Methylobacterium.sp..4.46"
"Buchnera.aphidicola",0.000853834438887475,"Buchnera.aphidicola"
"Corynebacterium.variabile",0.000853542445781745,"Corynebacterium.variabile"
"Corynebacterium.phocae",0.000851826686973,"Corynebacterium.phocae"
"Teredinibacter.turnerae",0.000846432870551277,"Teredinibacter.turnerae"
"Corynebacterium.marinum",0.000843967384973563,"Corynebacterium.marinum"
"Hymenobacter.sp..PAMC.26554",0.000836659107652963,"Hymenobacter.sp..PAMC.26554"
"Isoptericola.variabilis",0.0008342439245351,"Isoptericola.variabilis"
"Bacteriovorax.stolpii",0.000831034250727724,"Bacteriovorax.stolpii"
"Arcobacter.nitrofigilis",0.000830634563608119,"Arcobacter.nitrofigilis"
"Nitrosospira.briensis",0.000827718614154276,"Nitrosospira.briensis"
"Prevotella.enoeca",0.000805391925085473,"Prevotella.enoeca"
"Tessaracoccus.flavescens",0.000800541010163371,"Tessaracoccus.flavescens"
"Lactobacillus.ruminis",0.000797762108833188,"Lactobacillus.ruminis"
"Blattabacterium.sp...Blaberus.giganteus.",0.000797497006142356,"Blattabacterium.sp...Blaberus.giganteus."
"Mariprofundus.aestuarium",0.00078740111032204,"Mariprofundus.aestuarium"
"Halothece.sp..PCC.7418",0.000786444189753591,"Halothece.sp..PCC.7418"
"Corynebacterium.atypicum",0.000782492418558535,"Corynebacterium.atypicum"
"Halioglobus.pacificus",0.00077993039080416,"Halioglobus.pacificus"
"Thioalkalivibrio.nitratireducens",0.000769881814606404,"Thioalkalivibrio.nitratireducens"
"Sphingomonas.sp..MM.1",0.000767889851868639,"Sphingomonas.sp..MM.1"
"Komagataeibacter.xylinus",0.000762320254422122,"Komagataeibacter.xylinus"
"Methyloversatilis.sp..RAC08",0.000729878178540381,"Methyloversatilis.sp..RAC08"
"Rhodococcus.sp..YL.1",0.000726511523804867,"Rhodococcus.sp..YL.1"
"Rhodothermaceae.bacterium.RA",0.000724956352051652,"Rhodothermaceae.bacterium.RA"
"Lactobacillus.phage.Lv.1",0.000715868367617618,"Lactobacillus.phage.Lv.1"
"Streptococcus.agalactiae",0.000713466186979028,"Streptococcus.agalactiae"
"Fibrella.sp..ES10.3.2.2",0.000710124865220325,"Fibrella.sp..ES10.3.2.2"
"Collimonas.arenae",0.000704688577663136,"Collimonas.arenae"
"Actinomyces.pacaensis",0.000698092703253857,"Actinomyces.pacaensis"
"Sanguibacter.keddieii",0.000696689535195542,"Sanguibacter.keddieii"
"Enterococcus.durans",0.000691251258518435,"Enterococcus.durans"
"Carnobacterium.maltaromaticum",0.000688486591106504,"Carnobacterium.maltaromaticum"
"Cupriavidus.necator",0.000683194501793559,"Cupriavidus.necator"
"Solitalea.canadensis",0.000682228714095994,"Solitalea.canadensis"
"Bacteroides.fragilis",0.000676594835600028,"Bacteroides.fragilis"
"Massilia.sp..WG5",0.000672836655577717,"Massilia.sp..WG5"
"Lactobacillus.delbrueckii",0.000651832428803072,"Lactobacillus.delbrueckii"
"Microbacterium.aurum",0.000650101876266956,"Microbacterium.aurum"
"Acaryochloris.marina",0.000641607246802318,"Acaryochloris.marina"
"Lactobacillus.fermentum",0.000628628577272635,"Lactobacillus.fermentum"
"Sphingomonas.sanxanigenens",0.000617952789133208,"Sphingomonas.sanxanigenens"
"Aerococcus.urinaehominis",0.000612023722863169,"Aerococcus.urinaehominis"
"Prevotella.melaninogenica",0.000611366463887007,"Prevotella.melaninogenica"
"Photobacterium.profundum",0.000605955633615167,"Photobacterium.profundum"
"Auricoccus.indicus",0.000602021046255601,"Auricoccus.indicus"
"Corynebacterium.mustelae",0.000601969803998781,"Corynebacterium.mustelae"
"Lactobacillus.ginsenosidimutans",0.000595730521379043,"Lactobacillus.ginsenosidimutans"
"Kytococcus.sedentarius",0.000588357764804149,"Kytococcus.sedentarius"
"Weissella.ceti",0.00058619882919434,"Weissella.ceti"
"Escherichia.coli",0.000582084936788748,"Escherichia.coli"
"Mycobacterium.shigaense",0.000579905335036353,"Mycobacterium.shigaense"
"Veillonella.rodentium",0.000549237738082706,"Veillonella.rodentium"
"Actinomyces.radicidentis",0.000537607355541854,"Actinomyces.radicidentis"
"Streptococcus.constellatus",0.000524364599820061,"Streptococcus.constellatus"
"Pseudoalteromonas.arctica",0.000517991671757988,"Pseudoalteromonas.arctica"
"Sphaerobacter.thermophilus",0.000500468499304257,"Sphaerobacter.thermophilus"
"Pseudomonas.sp..M30.35",0.000495110575213837,"Pseudomonas.sp..M30.35"
"Pantoea.sp..PSNIH1",0.000491881400749242,"Pantoea.sp..PSNIH1"
"Corynebacterium.maris",0.000475529716705918,"Corynebacterium.maris"
"Pseudarthrobacter.chlorophenolicus",0.000475355633523161,"Pseudarthrobacter.chlorophenolicus"
"Flavobacterium.johnsoniae",0.000474803228281336,"Flavobacterium.johnsoniae"
"Anaerococcus.mediterraneensis",0.00043446544542478,"Anaerococcus.mediterraneensis"
"Prevotella.jejuni",0.000428431625079212,"Prevotella.jejuni"
"Curtobacterium.sp..MR_MD2014",0.000422307401800785,"Curtobacterium.sp..MR_MD2014"
"Lactobacillus.sanfranciscensis",0.000420298802647103,"Lactobacillus.sanfranciscensis"
"Paenibacillus.sp..FSL.R7.0273",0.000417890799079826,"Paenibacillus.sp..FSL.R7.0273"
"Lactobacillus.jensenii",0.000413046124446643,"Lactobacillus.jensenii"
"Shigella.dysenteriae",0.000412779918849767,"Shigella.dysenteriae"
"Sporosarcina.ureae",0.000407038299295112,"Sporosarcina.ureae"
"Chitinophaga.pinensis",0.000388085963027772,"Chitinophaga.pinensis"
"Corynebacterium.kutscheri",0.000354513851065821,"Corynebacterium.kutscheri"
